season,team_id,avg_massey_rank,std_massey_rank,min_massey_rank,max_massey_rank,median_massey_rank
2023,1216,357.05,17.38,155.0,363.0,361.0
2003,1217,170.68,47.56,60.0,287.0,171.0
2004,1217,307.42,15.72,203.0,325.0,311.0
2005,1217,229.7,28.89,121.0,309.0,229.5
2006,1217,188.36,46.56,62.0,314.0,181.5
2007,1217,214.85,28.41,85.0,295.0,213.5
2008,1217,270.07,32.14,105.0,320.0,279.0
2009,1217,233.91,30.91,115.0,320.0,237.0
2010,1217,86.75,34.92,26.0,273.0,86.0
2011,1217,75.03,29.46,29.0,194.0,72.0
2012,1217,38.45,18.14,3.0,157.0,38.0
2013,1217,108.12,31.0,33.0,302.0,103.0
2014,1217,43.16,15.56,8.0,104.0,41.0
2015,1217,73.34,22.59,13.0,178.0,74.0
2016,1217,173.2,44.39,57.0,305.0,178.5
2017,1217,139.89,36.43,71.0,320.0,131.0
2018,1217,180.57,34.13,68.0,316.0,181.0
2019,1217,124.51,25.88,51.0,258.0,124.0
2020,1217,107.21,21.97,40.0,234.0,104.0
2021,1217,157.7,76.76,69.0,357.0,132.0
2022,1217,203.81,33.91,95.0,333.0,209.0
2023,1217,175.55,26.71,97.0,268.0,174.0
2024,1217,170.35,38.68,51.0,276.0,170.0
2003,1218,83.93,28.67,26.0,205.0,81.5
2004,1218,75.58,30.4,20.0,228.0,74.0
2005,1218,85.06,35.28,8.0,183.0,85.0
2006,1218,87.66,20.8,24.0,150.0,88.0
2007,1218,92.04,18.3,46.0,186.0,89.0
2008,1218,213.77,43.54,71.0,331.0,214.0
2009,1218,193.38,39.59,95.0,308.0,193.5
2010,1218,213.8,29.85,98.0,301.0,218.0
2011,1218,167.31,35.0,37.0,318.0,162.0
2012,1218,189.43,36.72,102.0,331.0,182.0
2013,1218,179.17,28.24,53.0,290.0,180.0
2014,1218,113.36,27.54,54.0,210.0,110.0
2015,1218,142.73,25.97,64.0,262.0,138.0
2016,1218,70.9,25.9,14.0,179.0,68.0
2017,1218,240.47,41.8,63.0,324.0,248.0
2018,1218,183.61,34.5,76.0,295.0,188.0
2019,1218,175.63,24.85,92.0,304.0,176.0
2020,1218,166.8,34.6,75.0,280.0,169.0
2021,1218,195.46,34.22,23.0,352.0,195.0
2022,1218,185.51,35.35,63.0,295.0,177.0
2023,1218,130.46,25.26,60.0,355.0,128.0
2024,1218,160.34,36.42,43.0,360.0,164.0
2003,1219,273.07,36.47,120.0,317.0,288.0
2004,1219,192.88,39.73,96.0,309.0,191.0
2005,1219,251.15,41.41,65.0,324.0,255.0
2006,1219,200.95,35.17,100.0,284.0,199.0
2007,1219,176.78,28.41,113.0,282.0,174.0
2008,1219,221.68,31.85,82.0,309.0,221.0
2009,1219,313.5,25.59,175.0,344.0,320.0
2010,1219,265.08,26.46,166.0,323.0,267.0
2011,1219,272.21,30.47,143.0,323.0,275.0
2012,1219,259.47,29.13,145.0,333.0,263.0
2013,1219,231.22,34.82,60.0,314.0,233.0
2014,1219,257.02,36.19,149.0,325.0,263.0
2015,1219,143.7,38.42,50.0,252.0,144.0
2016,1219,142.27,30.06,52.0,261.0,144.5
2017,1219,245.81,33.81,121.0,332.0,249.0
2018,1219,237.63,30.34,43.0,323.0,241.0
2019,1219,225.3,19.48,135.0,323.0,224.0
2020,1219,331.83,15.67,179.0,350.0,337.0
2021,1219,278.64,31.82,141.0,339.0,281.0
2022,1219,266.75,21.69,147.0,341.0,265.0
2023,1219,249.14,57.42,20.0,336.0,270.0
2024,1219,132.22,49.75,47.0,344.0,120.0
2003,1220,275.54,23.97,151.0,318.0,278.5
2004,1220,152.8,25.73,69.0,260.0,152.0
2005,1220,99.04,36.14,18.0,230.0,101.5
2006,1220,75.58,31.23,15.0,167.0,72.0
2007,1220,98.1,31.75,44.0,227.0,89.0
2008,1220,223.73,39.44,82.0,311.0,227.0
2009,1220,135.04,40.12,27.0,228.0,129.0
2010,1220,136.44,26.66,40.0,218.0,135.0
2011,1220,128.51,35.53,76.0,278.0,123.0
2012,1220,222.83,39.2,86.0,301.0,231.0
2013,1220,298.97,26.44,179.0,340.0,306.0
2014,1220,272.5,22.98,96.0,336.0,274.0
2015,1220,124.73,39.91,32.0,269.0,122.0
2016,1220,96.0,20.3,46.0,185.0,97.0
2017,1220,186.71,29.36,82.0,313.0,189.0
2018,1220,145.61,21.14,50.0,226.0,148.0
2019,1220,85.14,28.09,20.0,197.0,80.0
2020,1220,133.15,31.01,39.0,327.0,129.0
2021,1220,148.2,26.39,70.0,282.0,150.0
2022,1220,116.11,22.65,31.0,249.0,114.0
2023,1220,105.1,24.38,23.0,189.0,103.0
2024,1220,124.39,27.44,60.0,356.0,124.0
2003,1221,73.84,24.34,26.0,165.0,69.0
2004,1221,190.67,44.98,76.0,278.0,196.0
2005,1221,75.17,30.37,21.0,230.0,71.0
2006,1221,137.03,20.95,54.0,196.0,139.0
2007,1221,100.55,23.4,27.0,191.0,100.0
2008,1221,141.24,46.5,25.0,274.0,155.0
2009,1221,199.64,40.53,83.0,314.0,192.0
2010,1221,266.43,31.17,133.0,327.0,272.0
2011,1221,277.9,35.0,158.0,343.0,286.0
2012,1221,217.19,29.37,111.0,304.0,216.0
2013,1221,224.01,24.7,150.0,286.0,227.0
2014,1221,172.38,31.87,89.0,286.0,168.0
2015,1221,214.41,41.24,25.0,288.0,226.0
2016,1221,271.72,31.34,159.0,336.0,274.5
2017,1221,205.52,25.74,126.0,320.0,207.0
2018,1221,289.36,25.31,185.0,345.0,291.5
2019,1221,188.57,40.21,72.0,303.0,194.0
2020,1221,336.19,14.67,216.0,352.0,341.0
2021,1221,278.4,54.07,141.0,355.0,288.0
2022,1221,343.16,11.43,253.0,358.0,345.0
2023,1221,338.38,11.7,255.0,361.0,339.0
2024,1221,346.06,14.09,210.0,362.0,349.0
2003,1222,230.22,34.99,89.0,298.0,226.5
2004,1222,183.1,36.04,73.0,286.0,182.0
2005,1222,90.88,29.5,42.0,247.0,84.0
2006,1222,82.44,24.68,16.0,197.0,81.0
2007,1222,105.79,19.28,56.0,194.0,103.0
2008,1222,64.99,18.25,23.0,137.0,64.0
2009,1222,73.88,21.76,27.0,189.0,74.0
2010,1222,113.44,26.61,49.0,231.0,111.0
2011,1222,188.5,32.94,73.0,268.0,193.0
2012,1222,174.71,31.27,11.0,271.0,176.0
2013,1222,168.17,32.34,64.0,319.0,171.0
2014,1222,152.96,26.75,56.0,265.0,150.0
2015,1222,210.93,47.3,32.0,291.0,223.0
2016,1222,83.44,29.36,20.0,266.0,78.0
2017,1222,52.07,14.01,8.0,114.0,52.0
2018,1222,38.61,17.96,1.0,144.0,38.0
2019,1222,18.2,12.0,1.0,97.0,15.0
2020,1222,31.92,18.52,6.0,164.0,28.0
2021,1222,6.65,4.05,1.0,49.0,6.0
2022,1222,9.04,6.43,1.0,46.0,7.0
2023,1222,2.4,2.27,1.0,30.0,2.0
2024,1222,2.63,4.63,1.0,81.0,2.0
2003,1223,400.0,0.0,400.0,400.0,400.0
2004,1223,400.0,0.0,400.0,400.0,400.0
2005,1223,400.0,0.0,400.0,400.0,400.0
2006,1223,400.0,0.0,400.0,400.0,400.0
2007,1223,400.0,0.0,400.0,400.0,400.0
2008,1223,334.0,1.41,333.0,335.0,334.0
2009,1223,320.77,20.3,192.0,346.0,325.0
2010,1223,333.28,11.48,273.0,347.0,336.0
2011,1223,335.82,10.73,257.0,345.0,340.0
2012,1223,305.51,25.96,96.0,342.0,311.0
2013,1223,319.94,20.65,216.0,346.0,325.0
2014,1223,325.38,22.24,79.0,350.0,334.0
2015,1223,305.75,23.05,120.0,346.0,309.0
2016,1223,256.99,41.41,148.0,349.0,253.0
2017,1223,241.79,32.03,144.0,331.0,243.0
2018,1223,312.49,30.27,193.0,347.0,324.0
2019,1223,276.99,30.06,96.0,346.0,281.0
2020,1223,334.75,16.07,244.0,351.0,342.0
2021,1223,329.31,15.38,223.0,353.0,332.0
2022,1223,335.61,33.75,43.0,358.0,342.0
2023,1223,349.85,18.45,71.0,363.0,352.0
2024,1223,347.13,18.91,77.0,362.0,351.0
2003,1224,269.38,24.35,160.0,316.0,274.0
2004,1224,296.39,28.53,76.0,322.0,307.0
2005,1224,297.68,33.08,154.0,330.0,312.0
2006,1224,316.32,13.81,254.0,334.0,321.0
2007,1224,298.66,31.44,103.0,334.0,310.0
2008,1224,323.52,15.55,242.0,341.0,328.0
2009,1224,322.38,11.13,260.0,343.0,325.0
2010,1224,323.21,12.04,279.0,346.0,325.0
2011,1224,327.02,15.38,152.0,344.0,331.0
2012,1224,309.32,13.86,200.0,339.0,310.0
2013,1224,320.51,17.38,169.0,347.0,326.0
2014,1224,336.68,7.99,270.0,349.0,338.0
2015,1224,281.2,25.41,102.0,348.0,281.0
2016,1224,279.62,38.68,113.0,346.0,284.5
2017,1224,330.97,14.64,257.0,350.0,336.0
2018,1224,334.34,7.9,279.0,351.0,335.0
2019,1224,303.41,28.54,124.0,350.0,311.0
2020,1224,348.35,5.78,279.0,353.0,349.0
2021,1224,321.31,30.58,192.0,357.0,331.0
2022,1224,245.08,34.96,121.0,349.0,248.0
2023,1224,253.88,42.04,134.0,343.0,254.0
2024,1224,262.65,33.68,119.0,351.0,272.0
2003,1225,221.84,22.18,90.0,291.0,223.0
2004,1225,194.76,31.36,113.0,289.0,189.0
2005,1225,256.78,34.32,148.0,327.0,257.5
2006,1225,279.16,40.03,117.0,326.0,292.0
2007,1225,296.56,38.22,126.0,330.0,305.0
2008,1225,295.85,23.47,193.0,330.0,300.0
2009,1225,179.71,39.95,113.0,336.0,173.5
2010,1225,153.58,27.39,73.0,237.0,156.0
2011,1225,174.41,43.86,100.0,309.0,160.0
2012,1225,162.85,27.36,70.0,288.0,162.0
2013,1225,191.36,25.74,88.0,306.0,193.0
2014,1225,245.94,27.12,143.0,323.0,252.5
2015,1225,235.77,23.29,144.0,303.0,236.0
2016,1225,205.69,36.25,55.0,319.0,206.0
2017,1225,234.63,27.23,155.0,317.0,231.0
2018,1225,137.35,24.55,80.0,303.0,135.0
2019,1225,323.44,37.49,117.0,352.0,339.0
2020,1225,318.63,18.88,144.0,350.0,322.0
2021,1225,338.39,18.08,130.0,357.0,342.0
2022,1225,326.57,16.36,231.0,358.0,327.0
2023,1225,303.01,26.14,219.0,361.0,305.0
2024,1225,292.76,33.36,130.0,361.0,301.0
2003,1226,195.1,25.26,131.0,305.0,192.0
2004,1226,237.34,26.99,115.0,300.0,239.0
2005,1226,277.59,28.42,146.0,317.0,286.0
2006,1226,207.88,39.62,83.0,309.0,209.0
2007,1226,164.62,33.17,73.0,266.0,165.0
2008,1226,271.76,27.69,193.0,330.0,272.0
2009,1226,206.05,32.1,75.0,309.0,203.0
2010,1226,265.48,26.67,177.0,328.0,267.0
2011,1226,292.47,18.45,202.0,339.0,294.0
2012,1226,288.71,20.04,183.0,331.0,292.0
2013,1226,320.93,17.76,224.0,347.0,324.0
2014,1226,258.11,33.54,123.0,343.0,260.5
2015,1226,320.73,14.77,259.0,349.0,322.0
2016,1226,283.61,33.04,188.0,347.0,282.0
2017,1226,321.29,17.26,233.0,347.0,325.0
2018,1226,263.53,32.36,177.0,346.0,256.0
2019,1226,275.61,36.07,160.0,337.0,285.0
2020,1226,288.97,24.82,153.0,336.0,292.0
2021,1226,275.84,33.59,173.0,352.0,276.0
2022,1226,336.57,18.23,216.0,357.0,341.0
2023,1226,288.45,30.23,212.0,362.0,289.0
2024,1226,277.58,27.53,175.0,339.0,280.0
2003,1227,73.49,17.79,30.0,168.0,70.0
2004,1227,97.87,28.74,16.0,197.0,93.0
2005,1227,137.96,32.06,37.0,285.0,143.0
2006,1227,142.04,25.72,59.0,273.0,143.0
2007,1227,166.5,26.08,99.0,266.0,164.0
2008,1227,127.72,19.91,80.0,208.0,126.0
2009,1227,128.23,32.56,45.0,211.0,134.0
2010,1227,258.4,31.58,114.0,336.0,260.0
2011,1227,255.94,31.08,98.0,316.0,259.0
2012,1227,273.77,21.73,201.0,329.0,276.0
2013,1227,141.68,52.35,20.0,290.0,145.0
2014,1227,276.29,34.54,164.0,343.0,275.0
2015,1227,297.19,16.99,195.0,334.0,299.0
2016,1227,331.96,16.98,227.0,351.0,337.0
2017,1227,235.28,27.36,138.0,350.0,235.0
2018,1227,233.92,36.07,124.0,335.0,228.0
2019,1227,200.44,19.54,73.0,269.0,201.0
2020,1227,245.19,34.83,132.0,350.0,241.0
2021,1227,235.36,47.72,29.0,331.0,244.0
2022,1227,270.04,20.9,181.0,343.0,273.0
2023,1227,261.93,32.42,135.0,342.0,270.0
2024,1227,185.92,52.35,37.0,327.0,192.0
2003,1228,15.34,7.98,2.0,64.0,15.0
2004,1228,28.88,14.79,6.0,147.0,27.0
2005,1228,2.78,5.63,1.0,86.0,1.0
2006,1228,7.71,3.93,1.0,26.0,7.0
2007,1228,41.78,13.0,9.0,88.0,41.0
2008,1228,90.63,36.35,12.0,175.0,97.0
2009,1228,20.59,9.22,5.0,74.0,19.0
2010,1228,61.29,19.17,18.0,185.0,60.0
2011,1228,28.75,11.46,2.0,80.0,27.0
2012,1228,47.41,24.34,10.0,241.0,45.0
2013,1228,35.13,16.02,2.0,93.0,35.0
2014,1228,59.86,19.69,8.0,120.0,62.0
2015,1228,46.34,15.97,8.0,95.0,46.0
2016,1228,116.81,24.45,41.0,208.0,116.0
2017,1228,69.11,18.45,26.0,217.0,68.0
2018,1228,103.96,30.24,43.0,211.0,101.0
2019,1228,104.61,38.96,15.0,256.0,97.0
2020,1228,43.18,19.75,9.0,164.0,37.0
2021,1228,9.93,9.54,1.0,70.0,6.0
2022,1228,19.74,12.71,2.0,134.0,16.0
2023,1228,30.03,14.11,6.0,115.0,27.0
2024,1228,17.71,10.72,3.0,115.0,14.0
2003,1229,245.7,30.86,143.0,307.0,247.5
2004,1229,192.02,26.55,98.0,290.0,196.0
2005,1229,98.04,24.05,10.0,195.0,97.0
2006,1229,166.79,31.71,86.0,285.0,163.0
2007,1229,108.14,23.28,17.0,194.0,109.0
2008,1229,54.36,19.35,23.0,129.0,49.5
2009,1229,61.06,19.23,8.0,149.0,62.0
2010,1229,91.7,16.77,33.0,176.0,91.0
2011,1229,201.23,42.96,48.0,293.0,211.0
2012,1229,114.42,31.37,47.0,268.0,106.0
2013,1229,79.26,29.83,21.0,165.0,76.0
2014,1229,144.75,23.78,85.0,236.0,143.0
2015,1229,87.94,17.59,24.0,187.0,86.0
2016,1229,148.34,36.45,61.0,308.0,144.0
2017,1229,60.49,25.82,7.0,226.0,55.0
2018,1229,135.99,28.6,24.0,252.0,140.0
2019,1229,171.29,27.19,64.0,272.0,171.0
2020,1229,212.91,33.65,44.0,286.0,217.0
2021,1229,242.35,34.03,126.0,338.0,244.0
2022,1229,215.93,32.31,128.0,304.0,218.0
2023,1229,252.49,24.79,141.0,327.0,254.0
2024,1229,200.49,29.29,124.0,308.0,200.0
2014,1230,252.69,60.82,17.0,351.0,247.0
2015,1230,171.4,47.08,1.0,319.0,173.0
2016,1230,233.26,37.09,52.0,344.0,237.0
2017,1230,283.07,36.51,99.0,329.0,294.0
2018,1230,322.88,28.27,150.0,350.0,335.0
2019,1230,337.47,13.97,201.0,352.0,341.0
2020,1230,345.0,5.66,300.0,353.0,346.0
2021,1230,320.45,21.17,189.0,352.0,325.0
2022,1230,343.78,15.28,149.0,358.0,348.0
2023,1230,334.81,19.23,233.0,363.0,340.0
2024,1230,329.03,20.68,128.0,362.0,335.0
2003,1231,28.07,16.47,1.0,114.0,30.0
2004,1231,90.71,26.4,16.0,174.0,88.0
2005,1231,84.25,39.24,23.0,240.0,72.0
2006,1231,29.25,17.13,5.0,130.0,26.0
2007,1231,26.23,11.26,7.0,85.0,24.0
2008,1231,18.89,10.71,4.0,89.0,16.0
2009,1231,188.84,50.83,15.0,305.0,194.0
2010,1231,170.93,32.57,88.0,276.0,169.0
2011,1231,105.8,35.84,36.0,232.0,103.0
2012,1231,16.43,16.55,1.0,198.0,13.0
2013,1231,4.75,4.29,1.0,30.0,3.0
2014,1231,57.17,21.86,3.0,166.0,59.0
2015,1231,43.65,14.88,18.0,141.0,41.5
2016,1231,24.51,12.94,4.0,108.0,22.0
2017,1231,38.39,20.44,2.0,134.0,36.0
2018,1231,91.07,24.57,1.0,216.0,87.0
2019,1231,41.38,21.3,7.0,146.0,39.0
2020,1231,38.24,11.43,5.0,97.0,38.0
2021,1231,43.63,22.09,8.0,157.0,40.0
2022,1231,38.02,12.2,10.0,92.0,36.0
2023,1231,24.82,11.29,2.0,79.0,23.0
2024,1231,79.53,23.39,18.0,244.0,81.0
2003,1232,225.37,39.81,99.0,306.0,233.0
2004,1232,207.56,31.46,60.0,295.0,206.0
2005,1232,179.59,34.64,73.0,283.0,175.0
2006,1232,134.9,50.9,6.0,310.0,143.0
2007,1232,108.14,32.63,37.0,253.0,109.0
2008,1232,132.21,25.26,71.0,234.0,129.0
2009,1232,230.85,46.79,86.0,316.0,240.0
2010,1232,120.16,24.51,40.0,199.0,120.0
2011,1232,141.3,34.42,62.0,251.0,134.0
2012,1232,116.01,31.25,14.0,227.0,119.0
2013,1232,93.52,33.89,22.0,259.0,84.0
2014,1232,82.76,22.87,27.0,185.0,81.0
2015,1232,191.25,41.68,74.0,311.0,181.0
2016,1232,158.86,27.72,85.0,264.0,160.0
2017,1232,189.23,35.89,58.0,298.0,193.0
2018,1232,173.61,28.97,71.0,264.0,173.0
2019,1232,169.88,36.56,38.0,293.0,174.0
2020,1232,122.43,27.47,58.0,298.0,118.0
2021,1232,133.33,28.64,69.0,307.0,129.0
2022,1232,207.47,36.57,94.0,298.0,208.0
2023,1232,114.64,26.8,28.0,239.0,111.0
2024,1232,45.36,26.09,6.0,205.0,40.0
2003,1233,162.75,20.01,110.0,239.0,165.0
2004,1233,230.34,22.77,131.0,280.0,230.0
2005,1233,222.06,36.19,54.0,313.0,219.0
2006,1233,67.11,34.8,7.0,201.0,62.0
2007,1233,318.93,29.29,142.0,336.0,329.0
2008,1233,234.85,24.42,161.0,324.0,234.5
2009,1233,185.96,30.12,3.0,271.0,184.5
2010,1233,108.2,26.74,55.0,263.0,103.0
2011,1233,100.31,29.64,26.0,304.0,97.0
2012,1233,51.56,16.88,3.0,120.0,51.0
2013,1233,114.2,30.25,36.0,261.0,110.0
2014,1233,109.08,32.98,45.0,250.0,102.0
2015,1233,81.9,17.53,16.0,133.0,83.0
2016,1233,134.64,34.4,44.0,270.0,132.5
2017,1233,119.62,19.5,50.0,191.0,121.0
2018,1233,133.19,22.15,61.0,220.0,131.0
2019,1233,236.69,40.21,88.0,343.0,235.0
2020,1233,249.04,41.01,104.0,337.0,249.0
2021,1233,184.85,33.93,62.0,297.0,183.0
2022,1233,65.88,26.25,15.0,162.0,63.0
2023,1233,75.39,21.67,13.0,166.0,76.0
2024,1233,192.2,36.05,65.0,293.0,190.0
2003,1234,71.33,20.12,17.0,137.0,72.0
2004,1234,69.65,14.38,18.0,146.0,69.0
2005,1234,27.97,15.62,3.0,154.0,25.0
2006,1234,21.44,12.23,3.0,89.0,18.0
2007,1234,89.23,24.29,46.0,172.0,82.0
2008,1234,145.96,33.85,52.0,257.0,143.0
2009,1234,84.63,22.89,33.0,177.0,83.0
2010,1234,170.01,31.26,72.0,254.0,172.0
2011,1234,134.9,39.93,62.0,287.0,131.0
2012,1234,113.22,34.64,49.0,282.0,107.0
2013,1234,52.91,15.44,15.0,123.0,51.0
2014,1234,18.48,12.16,1.0,76.0,16.0
2015,1234,36.97,13.75,7.0,106.0,35.0
2016,1234,16.66,10.45,1.0,83.0,15.0
2017,1234,84.41,29.54,19.0,286.0,77.0
2018,1234,110.02,31.47,30.0,264.0,105.0
2019,1234,33.11,14.1,3.0,153.0,31.0
2020,1234,29.96,17.5,5.0,163.0,24.0
2021,1234,8.99,8.69,1.0,77.0,6.0
2022,1234,25.96,13.99,2.0,90.0,22.0
2023,1234,38.23,17.91,1.0,119.0,35.0
2024,1234,57.97,19.87,8.0,138.0,55.0
2003,1235,77.39,19.23,27.0,140.0,79.0
2004,1235,63.8,17.93,15.0,144.0,63.0
2005,1235,68.26,29.32,14.0,282.0,60.0
2006,1235,56.62,20.08,18.0,142.0,56.0
2007,1235,127.18,23.17,83.0,207.0,125.0
2008,1235,122.17,23.4,65.0,204.0,119.0
2009,1235,121.28,23.96,54.0,237.0,118.0
2010,1235,85.16,20.84,30.0,185.0,83.0
2011,1235,82.24,29.88,9.0,175.0,81.0
2012,1235,48.17,21.08,15.0,134.0,42.0
2013,1235,44.71,18.52,12.0,217.0,43.0
2014,1235,13.62,8.25,1.0,66.0,13.0
2015,1235,15.75,7.07,5.0,150.0,15.0
2016,1235,17.4,7.61,2.0,56.0,17.0
2017,1235,30.6,15.6,4.0,120.0,26.0
2018,1235,85.35,24.76,16.0,179.0,86.0
2019,1235,24.09,13.66,4.0,133.0,21.0
2020,1235,74.57,28.84,14.0,186.0,73.0
2021,1235,177.75,59.19,38.0,317.0,172.0
2022,1235,39.74,25.3,1.0,194.0,36.0
2023,1235,26.15,12.64,6.0,120.0,24.0
2024,1235,19.44,17.5,2.0,135.0,13.0
2003,1236,277.95,15.06,152.0,308.0,278.0
2004,1236,284.18,19.82,206.0,320.0,288.0
2005,1236,294.86,20.29,119.0,325.0,300.0
2006,1236,275.0,17.95,219.0,322.0,276.0
2007,1236,270.69,21.22,186.0,326.0,269.0
2008,1236,217.63,29.43,128.0,294.0,216.0
2009,1236,230.77,21.53,152.0,288.0,231.5
2010,1236,241.63,26.23,107.0,320.0,238.0
2011,1236,160.5,28.29,81.0,262.0,162.0
2012,1236,239.58,37.0,117.0,318.0,251.0
2013,1236,261.71,26.49,150.0,325.0,265.0
2014,1236,149.48,34.29,44.0,276.0,146.0
2015,1236,215.02,36.66,97.0,303.0,210.0
2016,1236,131.47,37.12,49.0,229.0,130.0
2017,1236,123.27,31.95,40.0,351.0,125.0
2018,1236,178.09,22.67,94.0,286.0,176.0
2019,1236,194.89,27.02,13.0,323.0,193.0
2020,1236,264.63,23.93,150.0,321.0,269.0
2021,1236,270.59,38.46,106.0,346.0,281.5
2022,1236,239.97,36.65,119.0,314.0,244.0
2023,1236,190.89,38.74,91.0,304.0,195.0
2024,1236,148.65,45.89,19.0,318.0,158.0
2003,1237,183.72,27.47,96.0,269.0,183.0
2004,1237,109.3,22.3,32.0,216.0,113.0
2005,1237,157.38,22.2,22.0,302.0,158.0
2006,1237,163.14,29.29,86.0,253.0,160.0
2007,1237,207.88,29.51,82.0,278.0,209.0
2008,1237,85.66,27.61,34.0,241.0,80.0
2009,1237,197.17,33.94,99.0,290.0,198.0
2010,1237,113.44,21.0,53.0,202.0,113.0
2011,1237,144.72,32.01,81.0,271.0,138.0
2012,1237,217.35,32.22,107.0,317.0,215.0
2013,1237,307.11,29.4,168.0,341.0,317.0
2014,1237,315.38,22.54,148.0,350.0,321.0
2015,1237,276.02,24.64,190.0,342.0,276.0
2016,1237,223.0,32.01,100.0,333.0,219.0
2017,1237,208.38,29.96,84.0,305.0,211.0
2018,1237,289.57,21.09,209.0,339.0,291.0
2019,1237,188.52,26.86,102.0,314.0,188.5
2020,1237,315.8,25.91,188.0,350.0,325.0
2021,1237,276.64,33.56,115.0,342.0,279.5
2022,1237,353.97,9.17,253.0,358.0,357.0
2023,1237,359.98,3.92,297.0,363.0,361.0
2024,1237,354.48,18.22,1.0,362.0,358.0
2003,1238,273.53,21.99,134.0,320.0,278.0
2004,1238,260.48,25.31,178.0,313.0,264.0
2005,1238,287.37,20.16,198.0,320.0,293.0
2006,1238,256.39,33.2,162.0,318.0,261.0
2007,1238,194.75,46.71,68.0,303.0,191.0
2008,1238,300.49,22.81,211.0,335.0,306.0
2009,1238,263.13,33.2,144.0,337.0,263.5
2010,1238,275.5,37.74,135.0,338.0,281.0
2011,1238,236.33,38.19,79.0,334.0,237.0
2012,1238,311.23,24.83,161.0,345.0,318.0
2013,1238,318.1,23.88,100.0,346.0,323.0
2014,1238,267.72,35.81,109.0,343.0,276.5
2015,1238,314.31,12.54,204.0,344.0,316.0
2016,1238,240.14,31.69,120.0,334.0,239.0
2017,1238,313.54,18.73,216.0,348.0,319.0
2018,1238,323.21,17.2,224.0,343.0,329.5
2019,1238,328.98,11.6,272.0,353.0,330.0
2020,1238,316.26,18.47,229.0,352.0,319.0
2021,1238,280.51,42.26,158.0,350.0,287.0
2022,1238,281.22,30.89,167.0,345.0,288.0
2023,1238,312.79,24.89,147.0,359.0,316.0
2024,1238,271.16,32.62,167.0,361.0,273.0
2003,1239,256.14,20.47,203.0,303.0,252.0
2004,1239,256.34,25.67,161.0,313.0,259.0
2005,1239,249.93,41.83,66.0,325.0,250.0
2006,1239,322.07,15.52,261.0,334.0,329.0
2007,1239,233.9,29.03,154.0,328.0,233.0
2008,1239,212.69,33.6,124.0,297.0,203.0
2009,1239,151.48,39.94,57.0,315.0,150.0
2010,1239,175.45,43.98,100.0,313.0,161.0
2011,1239,131.46,28.42,49.0,235.0,129.0
2012,1239,270.89,37.52,110.0,332.0,278.0
2013,1239,268.8,25.04,167.0,329.0,269.0
2014,1239,296.15,19.94,223.0,341.0,298.0
2015,1239,336.94,8.65,282.0,351.0,338.0
2016,1239,277.82,29.52,196.0,349.0,274.0
2017,1239,245.7,42.28,86.0,344.0,256.0
2018,1239,312.56,20.13,240.0,346.0,318.0
2019,1239,278.02,27.64,136.0,350.0,281.0
2020,1239,242.21,28.56,139.0,322.0,246.0
2021,1239,281.14,31.17,85.0,332.0,289.0
2022,1239,198.31,38.68,102.0,325.0,194.0
2023,1239,193.09,46.17,52.0,363.0,197.0
2024,1239,264.88,37.66,117.0,343.0,271.0
2003,1240,175.07,34.18,71.0,305.0,175.5
2004,1240,249.76,26.44,121.0,314.0,250.0
2005,1240,292.51,36.39,113.0,329.0,308.0
2006,1240,197.87,35.46,101.0,302.0,191.0
2007,1240,303.62,17.46,214.0,331.0,306.0
2008,1240,328.23,14.81,256.0,342.0,333.0
2009,1240,210.85,69.58,28.0,340.0,227.0
2010,1240,258.78,24.46,162.0,328.0,259.0
2011,1240,320.56,21.83,250.0,345.0,328.0
2012,1240,259.8,33.91,163.0,342.0,263.0
2013,1240,179.05,41.23,59.0,308.0,182.0
2014,1240,300.69,20.83,173.0,349.0,304.0
2015,1240,302.76,16.65,207.0,345.0,306.0
2016,1240,301.56,21.59,201.0,350.0,304.0
2017,1240,197.03,35.12,89.0,315.0,195.0
2018,1240,147.42,24.51,66.0,251.0,150.0
2019,1240,138.33,31.25,71.0,302.0,133.0
2020,1240,261.58,35.38,106.0,337.0,264.0
2021,1240,177.68,32.0,78.0,295.0,176.0
2022,1240,149.71,32.53,72.0,334.0,143.0
2023,1240,257.59,37.3,90.0,352.0,261.0
2024,1240,210.99,37.11,115.0,339.0,206.0
2003,1241,222.06,25.22,117.0,274.0,228.0
2004,1241,253.36,24.74,161.0,315.0,258.0
2005,1241,282.76,43.04,7.0,324.0,300.5
2006,1241,276.54,40.49,123.0,327.0,294.0
2007,1241,285.95,19.26,195.0,325.0,288.0
2008,1241,184.65,42.76,53.0,295.0,196.0
2009,1241,154.55,36.02,87.0,278.0,144.5
2010,1241,226.51,22.34,119.0,296.0,224.0
2011,1241,93.93,32.7,33.0,263.0,87.0
2012,1241,215.05,47.09,86.0,286.0,232.0
2013,1241,202.97,28.13,117.0,333.0,198.0
2014,1241,248.15,23.1,151.0,326.0,253.0
2015,1241,172.21,33.85,61.0,277.0,169.0
2016,1241,98.18,26.3,40.0,249.0,92.5
2017,1241,254.47,41.35,101.0,348.0,255.0
2018,1241,255.27,30.94,155.0,347.0,253.0
2019,1241,258.66,24.3,153.0,330.0,262.0
2020,1241,254.57,41.85,79.0,325.0,262.0
